"x","y","Cu","grad","elev","Nmin","P","pH","solar","twi","label","vol","int"
979.9,202,0.33856706566179,0.0244169185149648,129.01,24.3634623910152,-1.86997586325797,0.134788434067287,0.106300182257201,-0.357356780454166,1,58.844297987525,1
969,354.5,4.48856706566179,0.00345678851496478,132,22.2534623910152,-2.10997586325797,0.304788434067287,-8.3936998177428,1.64264321954583,1,58.844297987525,1
966.3,354.6,4.42856706566179,0.0258365185149648,131.98,22.9334623910152,-2.14997586325797,0.304788434067287,-3.09369981774307,1.94264321954583,1,58.844297987525,1
974.1,350.2,4.63856706566179,-0.0177098114850352,132.35,22.4534623910152,-1.94997586325797,0.314788434067288,-32.193699817743,0.442643219545834,1,58.844297987525,1
973.2,349.2,4.63856706566179,-0.0177098114850352,132.35,22.4534623910152,-1.94997586325797,0.314788434067288,-32.193699817743,0.442643219545834,1,58.844297987525,1
977,355.4,4.51856706566179,-0.0135401414850352,131.99,21.8734623910152,-2.06997586325797,0.304788434067287,-17.693699817743,1.14264321954583,1,58.844297987525,1
973.8,365.2,4.15856706566179,0.00140065851496478,131.82,20.7234623910152,-2.25997586325797,0.274788434067288,0.70630018225711,1.44264321954583,1,58.844297987525,1
979.4,360.7,4.36856706566179,-0.0198406414850352,131.79,20.9234623910152,-2.12997586325797,0.284788434067288,-13.7936998177429,1.24264321954584,1,58.844297987525,1
963.4,439.8,0.76856706566179,0.0439474185149648,138.01,19.4534623910152,-1.35997586325797,0.324788434067288,-33.9936998177427,-2.45735678045417,1,58.844297987525,1
963.2,435.7,0.858567065661791,0.0329937185149648,138.33,19.3034623910152,-1.45997586325797,0.334788434067288,-19.2936998177429,-2.15735678045417,1,58.844297987525,1
963.1,443.1,0.68856706566179,0.0541338185149648,137.57,19.6134623910152,-1.27997586325797,0.324788434067288,-35.8936998177428,-2.35735678045417,1,58.844297987525,1
964.1,446.5,0.68856706566179,0.0541338185149648,137.57,19.6134623910152,-1.27997586325797,0.324788434067288,-35.8936998177428,-2.35735678045417,1,58.844297987525,1
962.2,448.1,0.608567065661791,0.0333504185149648,136.76,19.8634623910152,-1.12997586325797,0.334788434067288,-66.0936998177431,-1.75735678045417,1,58.844297987525,1
962.2,449.8,0.608567065661791,0.0333504185149648,136.76,19.8634623910152,-1.12997586325797,0.334788434067288,-66.0936998177431,-1.75735678045417,1,58.844297987525,1
965.8,445.1,0.68856706566179,0.0541338185149648,137.57,19.6134623910152,-1.27997586325797,0.324788434067288,-35.8936998177428,-2.35735678045417,1,58.844297987525,1
966.5,445.2,0.68856706566179,0.0541338185149648,137.57,19.6134623910152,-1.27997586325797,0.324788434067288,-35.8936998177428,-2.35735678045417,1,58.844297987525,1
963.8,460.4,0.48856706566179,0.0488236185149648,135.34,20.1834623910152,-1.11997586325797,0.314788434067288,-92.7936998177429,-1.75735678045417,1,58.844297987525,1
960.9,472.3,0.47856706566179,0.0334080185149648,134.32,20.2834623910152,-1.09997586325797,0.314788434067288,-105.593699817743,-0.957356780454166,1,58.844297987525,1
963,478,0.58856706566179,0.0310401185149648,136.21,20.5234623910152,-1.13997586325797,0.324788434067288,16.9063001822569,-2.25735678045417,1,58.844297987525,1
978,470.8,0.63856706566179,0.0648753185149648,130.31,21.0234623910152,-1.15997586325797,0.304788434067287,-101.193699817743,-1.95735678045417,1,58.844297987525,1
961.2,480.3,0.608567065661791,0.0270890185149648,135,20.1334623910152,-1.15997586325797,0.324788434067288,-4.99369981774271,-1.45735678045417,1,58.844297987525,1
960.5,494.9,0.81856706566179,0.0480792185149648,132.6,19.9834623910152,-1.24997586325797,0.334788434067288,-115.793699817743,0.242643219545835,1,58.844297987525,1
960.7,495.1,0.81856706566179,0.0480792185149648,132.6,19.9834623910152,-1.24997586325797,0.334788434067288,-115.793699817743,0.242643219545835,1,58.844297987525,1
978.8,203.8,0.44856706566179,0.0192734185149648,129.14,24.3534623910152,-1.89997586325797,0.154788434067288,-8.99369981774271,0.442643219545834,1,58.844297987525,1
968,355.5,4.48856706566179,0.00345678851496478,132,22.2534623910152,-2.10997586325797,0.304788434067287,-8.3936998177428,1.64264321954583,1,58.844297987525,1
975.8,363.8,4.15856706566179,0.00140065851496478,131.82,20.7234623910152,-2.25997586325797,0.274788434067288,0.70630018225711,1.44264321954583,1,58.844297987525,1
960.7,437.8,0.74856706566179,0.0262574185149648,138.07,19.7234623910152,-1.23997586325797,0.344788434067287,-39.4936998177427,-2.05735678045417,1,58.844297987525,1
961.7,445.7,0.67856706566179,0.0319380185149648,137.5,19.7934623910152,-1.17997586325797,0.334788434067288,-60.3936998177428,-2.05735678045417,1,58.844297987525,1
968.7,445,0.72856706566179,0.0836368185149648,137.03,19.4334623910152,-1.36997586325797,0.314788434067288,-66.0936998177431,-3.05735678045417,1,58.844297987525,1
968.8,441.5,0.81856706566179,0.0740034185149648,137.47,19.1934623910152,-1.46997586325797,0.314788434067288,-53.7936998177429,-2.95735678045417,1,58.844297987525,1
843.7,237,2.74856706566179,0.126271018514965,146.31,7.73346239101522,-0.649975863257968,0.164788434067288,-49.5936998177431,-1.15735678045417,1,58.844297987525,1
844.2,237.9,2.82856706566179,0.123120318514965,146.39,7.63346239101522,-0.599975863257968,0.164788434067288,-47.5936998177431,-1.35735678045417,1,58.844297987525,1
844.5,237.7,2.82856706566179,0.123120318514965,146.39,7.63346239101522,-0.599975863257968,0.164788434067288,-47.5936998177431,-1.35735678045417,1,58.844297987525,1
855.6,226.2,3.53856706566179,0.119481018514965,144.02,10.5034623910152,-1.11997586325797,0.184788434067287,-37.7936998177429,-0.757356780454165,1,58.844297987525,1
851.8,229.1,3.15856706566179,0.123364318514965,145.13,9.09346239101522,-0.879975863257968,0.174788434067287,-49.9936998177427,-0.857356780454166,1,58.844297987525,1
851.8,230.7,3.15856706566179,0.123364318514965,145.13,9.09346239101522,-0.879975863257968,0.174788434067287,-49.9936998177427,-0.857356780454166,1,58.844297987525,1
852.2,231.2,3.15856706566179,0.123364318514965,145.13,9.09346239101522,-0.879975863257968,0.174788434067287,-49.9936998177427,-0.857356780454166,1,58.844297987525,1
851.1,233.9,3.24856706566179,0.118142018514965,145.12,8.96346239101522,-0.829975863257968,0.174788434067287,-47.2936998177429,-0.957356780454166,1,58.844297987525,1
854.2,230.4,3.64856706566179,0.112743718514965,144.09,10.3334623910152,-1.05997586325797,0.184788434067287,-35.0936998177431,-0.757356780454165,1,58.844297987525,1
854.4,235.7,3.73856706566179,0.108259418514965,144.1,10.1734623910152,-0.999975863257968,0.184788434067287,-33.8936998177428,-0.757356780454165,1,58.844297987525,1
858.1,227.5,3.98856706566179,0.107441018514965,143.2,11.7734623910152,-1.27997586325797,0.184788434067287,-22.2936998177429,-0.557356780454166,1,58.844297987525,1
859.8,225.3,3.98856706566179,0.107441018514965,143.2,11.7734623910152,-1.27997586325797,0.184788434067287,-22.2936998177429,-0.557356780454166,1,58.844297987525,1
858.7,224,3.98856706566179,0.107441018514965,143.2,11.7734623910152,-1.27997586325797,0.184788434067287,-22.2936998177429,-0.557356780454166,1,58.844297987525,1
844.8,244.3,2.90856706566179,0.121431918514965,146.45,7.53346239101522,-0.559975863257968,0.164788434067288,-46.3936998177428,-1.45735678045417,1,58.844297987525,1
844.7,246.7,2.90856706566179,0.121431918514965,146.45,7.53346239101522,-0.559975863257968,0.164788434067288,-46.3936998177428,-1.45735678045417,1,58.844297987525,1
849.4,253.4,3.50856706566179,0.112706518514965,145.48,8.62346239101522,-0.679975863257968,0.184788434067287,-46.7936998177429,-1.45735678045417,1,58.844297987525,1
843.2,258.7,3.07856706566179,0.118616018514965,146.88,7.66346239101522,-0.489975863257968,0.174788434067287,-44.3936998177428,-1.55735678045417,1,58.844297987525,1
845.6,256.4,3.03856706566179,0.119591018514965,146.73,7.55346239101522,-0.509975863257968,0.164788434067288,-47.193699817743,-1.65735678045417,1,58.844297987525,1
846.9,256.5,3.03856706566179,0.119591018514965,146.73,7.55346239101522,-0.509975863257968,0.164788434067288,-47.193699817743,-1.65735678045417,1,58.844297987525,1
849.7,256.7,3.50856706566179,0.112706518514965,145.48,8.62346239101522,-0.679975863257968,0.184788434067287,-46.7936998177429,-1.45735678045417,1,58.844297987525,1
845.9,246.6,2.90856706566179,0.121431918514965,146.45,7.53346239101522,-0.559975863257968,0.164788434067288,-46.3936998177428,-1.45735678045417,1,58.844297987525,1
848.8,245.6,3.39856706566179,0.114013518514965,145.32,8.69346239101522,-0.739975863257968,0.184788434067287,-45.8936998177428,-1.45735678045417,1,58.844297987525,1
854,251.8,3.92856706566179,0.104561518514965,144.35,9.70346239101522,-0.879975863257968,0.204788434067288,-30.5936998177431,-1.25735678045417,1,58.844297987525,1
850.5,255.3,3.50856706566179,0.112706518514965,145.48,8.62346239101522,-0.679975863257968,0.184788434067287,-46.7936998177429,-1.45735678045417,1,58.844297987525,1
851.2,257.8,3.54856706566179,0.112034118514965,145.66,8.69346239101522,-0.659975863257968,0.194788434067288,-44.193699817743,-1.55735678045417,1,58.844297987525,1
850.4,258.7,3.54856706566179,0.112034118514965,145.66,8.69346239101522,-0.659975863257968,0.194788434067288,-44.193699817743,-1.55735678045417,1,58.844297987525,1
858.3,258.7,4.45856706566179,0.0938220185149648,143.74,10.8334623910152,-0.989975863257968,0.234788434067288,-16.193699817743,-1.05735678045417,1,58.844297987525,1
857.4,257.8,4.01856706566179,0.103550218514965,144.55,9.76346239101522,-0.829975863257968,0.214788434067287,-28.7936998177429,-1.25735678045417,1,58.844297987525,1
856.6,257,3.97856706566179,0.104078718514965,144.41,9.73346239101522,-0.849975863257968,0.204788434067288,-29.5936998177431,-1.15735678045417,1,58.844297987525,1
857.7,250.5,4.37856706566179,0.0944419185149648,143.51,10.8434623910152,-1.03997586325797,0.214788434067287,-19.0936998177431,-0.957356780454166,1,58.844297987525,1
856.7,242.1,3.80856706566179,0.105771218514965,144.16,10.0234623910152,-0.949975863257968,0.194788434067288,-33.3936998177428,-1.05735678045417,1,58.844297987525,1
844.8,268,3.09856706566179,0.115316818514965,147.19,7.88346239101522,-0.439975863257968,0.174788434067287,-38.2936998177429,-1.75735678045417,1,58.844297987525,1
841.1,270.9,2.65856706566179,0.117129518514965,148.24,6.95346239101522,-0.269975863257968,0.144788434067287,-33.693699817743,-1.75735678045417,1,58.844297987525,1
841.9,270.8,2.65856706566179,0.117129518514965,148.24,6.95346239101522,-0.269975863257968,0.144788434067287,-33.693699817743,-1.75735678045417,1,58.844297987525,1
842.7,271.8,3.09856706566179,0.115316818514965,147.19,7.88346239101522,-0.439975863257968,0.174788434067287,-38.2936998177429,-1.75735678045417,1,58.844297987525,1
841.3,272.4,2.65856706566179,0.117129518514965,148.24,6.95346239101522,-0.269975863257968,0.144788434067287,-33.693699817743,-1.75735678045417,1,58.844297987525,1
840.2,272.3,2.65856706566179,0.117129518514965,148.24,6.95346239101522,-0.269975863257968,0.144788434067287,-33.693699817743,-1.75735678045417,1,58.844297987525,1
850,272.8,3.50856706566179,0.108622918514965,146.24,9.33346239101522,-0.579975863257968,0.204788434067288,-41.9936998177427,-1.85735678045417,1,58.844297987525,1
849.2,272.4,3.55856706566179,0.109597918514965,146.11,8.81346239101522,-0.609975863257968,0.204788434067288,-40.3936998177428,-1.75735678045417,1,58.844297987525,1
848,270.9,3.55856706566179,0.109597918514965,146.11,8.81346239101522,-0.609975863257968,0.204788434067288,-40.3936998177428,-1.75735678045417,1,58.844297987525,1
849.2,270.5,3.55856706566179,0.109597918514965,146.11,8.81346239101522,-0.609975863257968,0.204788434067288,-40.3936998177428,-1.75735678045417,1,58.844297987525,1
848.7,268.2,3.55856706566179,0.109597918514965,146.11,8.81346239101522,-0.609975863257968,0.204788434067288,-40.3936998177428,-1.75735678045417,1,58.844297987525,1
847.4,264.6,3.09856706566179,0.117069118514965,147.05,7.77346239101522,-0.469975863257968,0.174788434067287,-39.2936998177429,-1.65735678045417,1,58.844297987525,1
850.7,264.2,3.56856706566179,0.110934418514965,145.9,8.75346239101522,-0.639975863257968,0.194788434067288,-42.3936998177428,-1.65735678045417,1,58.844297987525,1
850.8,265.1,3.56856706566179,0.110934418514965,145.9,8.75346239101522,-0.639975863257968,0.194788434067288,-42.3936998177428,-1.65735678045417,1,58.844297987525,1
852.4,269.5,3.55856706566179,0.109597918514965,146.11,8.81346239101522,-0.609975863257968,0.204788434067288,-40.3936998177428,-1.75735678045417,1,58.844297987525,1
850.1,269.1,3.55856706566179,0.109597918514965,146.11,8.81346239101522,-0.609975863257968,0.204788434067288,-40.3936998177428,-1.75735678045417,1,58.844297987525,1
850.8,270.3,3.55856706566179,0.109597918514965,146.11,8.81346239101522,-0.609975863257968,0.204788434067288,-40.3936998177428,-1.75735678045417,1,58.844297987525,1
850.7,270.6,3.55856706566179,0.109597918514965,146.11,8.81346239101522,-0.609975863257968,0.204788434067288,-40.3936998177428,-1.75735678045417,1,58.844297987525,1
850.4,274.2,3.50856706566179,0.108622918514965,146.24,9.33346239101522,-0.579975863257968,0.204788434067288,-41.9936998177427,-1.85735678045417,1,58.844297987525,1
851.7,274.9,3.50856706566179,0.108622918514965,146.24,9.33346239101522,-0.579975863257968,0.204788434067288,-41.9936998177427,-1.85735678045417,1,58.844297987525,1
856,278.1,3.87856706566179,0.101643918514965,145.26,10.7334623910152,-0.699975863257968,0.234788434067288,-40.693699817743,-1.65735678045417,1,58.844297987525,1
841.7,295.8,2.34856706566179,0.104472118514965,147.92,10.3734623910152,-0.0999758632579679,0.174788434067287,-40.7936998177429,-0.157356780454165,1,58.844297987525,1
